Date,yport_sigma,CCI,SBAC,CCI_volume,SBAC_volume,CCI_sigma,SBAC_sigma,yport_sigma_CCI_^GSPC,yport_sigma_SBAC_^GSPC,yport_sigma_CCI_AMT,yport_sigma_SBAC_AMT,yport_sigma_UNH_CI,yport_sigma_UNH_CNC
2015-06-23,0.254378527,66.94130707,119.0552292,1767200,522400,0.558561153,1.50304581,0.455906879,0.466289982,0.626692122,0.951354383,0.61307761,0.352155348
2015-06-24,0.359428007,66.44828033,117.9455338,1544200,626300,0.490744618,1.485847795,0.422017364,0.454807602,0.778862399,0.953594795,0.252477799,0.40943862
2015-06-25,0.356675662,66.21387482,118.4805603,1133100,487000,0.419648238,1.407633884,0.400031519,0.451465959,0.655454618,0.892734343,0.59540105,0.42396165
2015-06-26,0.404997618,65.90673828,116.2314301,1901700,2541600,0.433423322,1.259830113,0.403106324,0.440517412,0.604566478,0.841739918,0.535669908,0.389354148
2015-06-29,0.376702588,65.03379059,114.5569763,1567300,797100,0.472016467,1.212997936,0.397360801,0.307574751,0.530801757,0.767948023,0.310943528,0.471322316
2015-06-30,0.38653922,64.90447235,113.9129562,1511000,935700,0.676610269,1.563718121,0.618285473,0.584601242,0.396610589,0.733805219,0.343880699,0.465574528
2015-07-01,0.379283946,65.52683258,115.1613693,1356700,648600,0.84351019,1.923495879,0.779510049,0.697935362,0.298185622,0.785290653,0.295999099,0.451285521
2015-07-02,0.353896823,65.55916595,115.1019211,1082700,470500,0.865412687,2.034174305,0.843215965,0.751692983,0.304085805,0.745687018,0.411167045,0.493376031
2015-07-06,0.53311284,65.27628326,114.4776993,1435300,749100,0.759151616,1.976655374,0.807993352,0.756290638,0.242366354,0.70720747,0.45242664,0.723497592
2015-07-07,0.555695213,65.99564362,114.7551346,1580300,926900,0.721635764,1.976308027,0.828725635,0.788673934,0.280366771,0.642368408,0.461476105,1.207734366
2015-07-08,0.527187701,65.08229828,113.8832321,1108400,706100,0.64429202,1.859837374,0.772303353,0.735004787,0.439236633,0.579725593,0.471514124,1.327070039
2015-07-09,0.471356821,65.01763153,114.5569763,1314600,526500,0.530298393,1.607967745,0.702290785,0.621341427,0.420008581,0.475740449,0.50524313,1.482646888
2015-07-10,0.429817776,65.74507141,115.5378723,1212000,436600,0.463176142,1.362034023,0.656309759,0.547262868,0.434611559,0.479509911,0.341225519,1.317423956
2015-07-13,0.208323367,65.38135529,114.7055893,1552000,572700,0.396364412,0.719832615,0.563153078,0.393788386,0.48255137,0.524398094,0.344746725,1.233731063
2015-07-14,0.160900567,65.89865112,115.4189835,1554400,485900,0.355111881,0.521121758,0.520064951,0.358599884,0.55427331,0.598622287,0.432593534,1.280350203
2015-07-15,0.159916135,65.66424561,115.3991623,1635100,640100,0.373760423,0.570250858,0.654043885,0.475514447,0.480319393,0.495008955,0.632908347,1.20878409
2015-07-16,0.16440501,66.02798462,115.7162247,2030500,642500,0.327440611,0.518874329,0.718653925,0.530631851,0.412497295,0.290344125,0.870179978,1.132616574
2015-07-17,0.172147889,65.54301453,114.0516586,1847000,747300,0.365625315,0.57642828,0.906147258,0.653422434,0.632286338,0.47654975,1.015359211,0.902147809
2015-07-20,0.220612682,66.27046204,114.7848663,1698100,766900,0.3656888,0.639022513,1.012249889,0.722006883,0.695153036,0.489840637,1.026502622,0.824158088
2015-07-21,0.249898042,65.30052948,115.2901611,2051100,629200,0.411309329,0.626382182,1.114927308,0.795245482,0.720271285,0.322458845,1.017680147,0.745144319
2015-07-22,0.307027393,65.15503693,114.7254105,2657400,505800,0.407497334,0.637196048,1.195048197,0.869625064,0.736033998,0.668034496,0.98491396,0.685403994
2015-07-23,0.308824964,67.29697418,118.2427673,4500200,1541400,0.397902126,0.529343737,0.98218954,0.733987394,0.642914529,0.615192278,0.911658568,0.623770889
2015-07-24,0.346958092,66.626091,116.5286865,2819400,993300,0.618613813,1.122736196,0.608046873,0.462690416,0.582879259,0.596276967,0.86098534,0.628423017
2015-07-27,0.345289521,66.73116302,114.9731064,2202600,693600,0.666334424,1.179774425,0.517474271,0.436006149,0.534787065,0.543648075,0.928190323,0.706270957
2015-07-28,0.46818877,66.48868561,116.0035629,1918200,964300,0.682421249,1.163017335,0.7360481,0.696753528,0.506165083,0.516587384,1.004305492,0.779989448
2015-07-29,0.46365802,66.37554169,115.7360382,1682500,1203300,0.693168511,1.172414572,0.744083075,0.732824721,0.409173053,0.41113062,0.963634603,0.729199396
2015-07-30,0.465037581,65.85012817,117.1231613,1882200,1537700,0.678639883,1.171750186,0.826118563,0.77439685,0.376708885,0.377968892,0.856507155,0.702013573
2015-07-31,0.590120434,66.20578003,119.6100769,1351600,1328300,0.685408477,1.267139547,0.800425851,0.775414458,0.519264125,0.506166956,0.762254753,0.615147588
2015-08-03,0.89225365,66.18154907,120.1253052,1295800,1278000,0.6498354,1.613213686,0.770704914,0.796750252,0.612049669,0.757897136,0.743005663,0.644783494
2015-08-04,1.051636182,66.27854156,120.1253052,1292400,846700,0.649829137,1.911612888,0.678227225,0.784325017,0.649967183,0.786039441,0.761435441,0.636658379
2015-08-05,1.188079787,66.48062134,119.6199951,1699200,1095500,0.563777548,2.081187968,0.627990204,0.774102412,0.635561713,0.828717852,0.791872835,0.62208612
2015-08-06,1.223195619,66.3108902,120.3630981,1777500,1292100,0.388205989,1.976273651,0.616120617,0.791399311,0.650034594,0.821403282,0.910756771,0.759454238
2015-08-07,1.286762925,66.55335999,120.6504288,1615100,617200,0.250346048,2.135349225,0.635367613,0.785269397,0.703764268,0.967541143,0.803344253,0.729675204
2015-08-10,1.277861371,67.53136444,122.3248901,1536700,896200,0.242459636,2.211757443,0.657552116,0.747458369,0.960060498,1.20409965,0.666876833,0.606532474
2015-08-11,1.041278914,68.04059601,123.1472626,2002100,886500,0.437465502,2.155040515,0.531067806,0.502462643,1.179494912,1.228544314,0.358507377,0.394906026
2015-08-12,0.767500798,68.66294098,124.5244827,2049200,1053700,0.673764786,2.173393675,0.534676156,0.445328921,1.215715412,1.144593771,0.37371454,0.389791006
2015-08-13,0.341390397,68.58211517,124.7127457,1856000,624300,0.934250799,2.085477728,0.48459004,0.446920662,0.762861786,0.961533751,0.377585976,0.385878806
2015-08-14,0.266590384,69.56822968,126.2286682,2348400,600000,1.018189802,1.993297653,0.451672223,0.44614903,0.921322248,1.153722492,0.377194594,0.391524715
2015-08-17,0.456269418,69.78646088,126.8330612,1881200,414600,1.229640704,2.354606411,0.482066204,0.504387303,0.596168212,0.967916368,0.395436247,0.393597581
2015-08-18,0.40950666,68.9701004,125.3369522,1699500,512000,1.3491579,2.641497745,0.591363834,0.637618532,0.588536291,0.769929413,0.484553972,0.42304504
2015-08-19,0.466272166,69.05093384,125.7332535,1192900,428600,1.283319603,2.556282695,0.635970977,0.644324905,0.62188921,0.608091034,0.65944633,0.386018344
2015-08-20,0.532561455,68.21030426,122.1267319,2206100,1043000,1.188243295,2.274145135,0.66330727,0.64569266,0.80702373,0.556411614,0.611422448,0.253973026
2015-08-21,0.458297937,66.82008362,119.3326645,3142900,1236400,0.964731348,2.015712268,1.059679414,1.12353118,0.665159129,0.561782804,0.731422505,0.305776117
2015-08-24,0.304468661,64.60541534,113.4274521,4838100,2202500,0.907027027,2.294562675,2.175190309,2.264409987,0.645828,0.529201906,1.134785499,0.789962781
2015-08-25,0.280538584,64.28210449,112.6843491,3750600,1428000,1.524185473,4.06853251,3.551793894,3.654180042,1.53524334,0.626826941,1.881300463,1.356940174
2015-08-26,1.248375854,65.98756409,113.9327621,3470300,2117600,1.973252582,5.242526863,2.405887315,2.440815145,2.148450822,1.267862458,2.297434247,1.436759064
2015-08-27,1.474659455,67.91124725,117.8167267,2994800,1455100,2.031864592,5.742992431,1.692923696,1.991960869,2.322047447,0.389896377,2.331675417,1.362447419
2015-08-28,1.556655602,67.69301605,118.1337891,2037200,1091900,2.00624696,5.665801361,3.101547079,3.391956077,2.203741195,0.709050845,2.201065887,1.690653289
2015-08-31,1.577129655,67.40203094,117.1132507,2433700,644100,1.876919907,5.298167241,2.563214991,2.794489958,2.051556597,2.033663593,2.095248427,1.70358317
2015-09-01,1.454131683,65.84207153,113.4869003,2032400,997300,1.670532507,4.66435581,2.194593091,2.371572649,1.824296082,1.845620416,1.932189971,1.600595731
2015-09-02,1.258483798,66.4967804,114.7848663,1585400,922500,1.569880435,4.238221863,1.952186183,2.096032556,1.666310801,1.717496148,1.610309743,1.360692207
2015-09-03,1.11177518,66.53717804,115.58741,2024000,798500,1.352111989,3.102102136,1.509393094,1.462539713,1.292704046,0.709039403,1.284807828,1.128022588
2015-09-04,1.039419643,65.50260162,114.3885345,1843600,654200,1.217193082,2.325657003,1.320578958,1.159864146,1.034049194,0.632689919,1.096458525,0.995779938
2015-09-08,1.049418296,66.5776062,116.7664642,1498300,597800,1.232791742,1.945518026,1.274891963,1.002945552,0.986123442,0.628899813,1.076857702,1.007320652
2015-09-09,0.919854104,65.30860901,114.0318375,2042400,831600,1.094752843,1.905908497,1.091214715,0.859285914,0.93595575,0.575322375,0.997539855,0.926540496
2015-09-10,0.750117157,64.08812714,110.6928329,3225000,2247000,0.903017463,1.726287146,0.844398249,0.72856784,0.84316027,0.567378319,0.819492809,0.678891182
2015-09-11,0.958273129,63.55465698,110.0289993,3486700,1696100,1.1846705,2.28762527,0.99264429,0.804539709,1.014561763,0.643830624,0.872857135,0.664860101
2015-09-14,0.94568239,63.6193161,110.9603424,1775000,966900,1.332784774,2.628398101,1.024985504,0.807908048,1.091855082,0.775128191,0.954887416,0.769708833
2015-09-15,0.955246181,63.34452057,111.8322601,4208500,980900,1.346440924,2.502810947,0.980794381,0.685286535,1.0968682,0.790919087,0.998380045,0.809563348
2015-09-16,1.013064012,63.99794769,111.9808731,2187900,929900,1.31827011,2.268493743,0.9347336,0.589452171,1.109308143,0.837972585,1.200400022,1.00400364
2015-09-17,0.989609936,63.70388794,111.4557495,2306200,1484900,1.329865852,2.301220242,0.859655894,0.56877322,1.053699794,0.903737315,1.283609514,1.093270819
2015-09-18,1.009174746,63.23015976,110.2965088,2977500,1560500,1.248693268,2.271887347,0.782680172,0.534033502,0.948983296,1.024659497,1.492611944,1.286114506
2015-09-21,0.876073528,63.42619324,110.7820053,1442300,879600,1.116460049,2.156669788,0.695983255,0.523256176,0.718294195,1.110182461,1.4840049,1.250804947
2015-09-22,0.379576414,62.55218887,107.9879227,1594200,1428800,1.058003993,2.057362885,0.707979378,0.530580076,0.58685925,1.093046791,1.294252484,1.114572688
2015-09-23,0.393033682,62.75638199,107.9879227,1866100,732000,0.714236404,1.553063986,0.476965987,0.436394351,0.387544727,0.905146866,1.196189829,0.973425632
2015-09-24,0.439880449,62.7155304,105.2631989,2730400,1195100,0.489170562,1.414032131,0.367861385,0.461033243,0.304229365,0.673400713,0.965881651,0.822318759
2015-09-25,0.725827526,64.32467651,104.7182693,3189000,1440700,0.475536682,2.143572988,0.353148952,0.642238565,0.34650653,0.748067468,0.785050905,0.622749906
2015-09-28,1.333285136,63.36084366,104.2823181,3599200,1358400,0.575066636,2.685700244,0.403590396,0.665250661,0.389165567,0.810593505,0.920874403,0.796420823
2015-09-29,1.073736619,63.32815933,102.6573944,1965600,1419800,0.56823801,3.041046452,0.397278248,0.807558346,0.437928279,0.596739626,1.249083979,1.079244542
2015-09-30,1.42099781,64.42271423,103.7770081,2400300,1705200,0.568251046,3.345944358,0.444585609,0.232607413,0.553104327,0.607829329,1.409383552,1.170509767
2015-10-01,1.410838341,65.01081085,102.815918,2303900,1007700,0.634897889,3.193187356,0.537548705,0.342135808,0.675343726,0.406624482,1.462656274,1.249463829
2015-10-02,1.353628108,65.29670715,104.4210281,2488700,812700,0.816923347,2.992363325,0.625376649,0.524060863,0.768082597,0.523983106,1.417588029,1.235485048
2015-10-05,1.134709693,66.5056076,108.5031509,1985500,1661400,0.982162705,2.621220748,0.701202228,0.446227167,0.806979576,0.510312955,1.351596859,1.187894602
2015-10-06,1.289225927,65.95832825,107.2646561,2345200,1256600,1.308534741,2.167878466,0.882947369,0.495047722,0.915974262,0.800668755,1.197669008,1.083946794
2015-10-07,1.171371432,66.36675262,108.9490128,1801100,1991900,1.325086348,2.076192007,0.864857768,0.518733467,0.855818284,0.960315796,1.062808922,0.972530029
2015-10-08,1.073632235,66.6852951,109.5038605,2838000,1405100,1.329038065,2.237180643,0.879417133,0.596575895,0.727276112,1.058880858,0.813315424,0.755009204
2015-10-09,0.922831918,66.31772614,109.1868057,1743300,564700,1.251403807,2.607952604,0.831087201,0.681446389,0.483430292,1.219453181,0.646413302,0.628628953
2015-10-12,0.918341658,66.57094574,108.0771103,1008500,609000,1.268201364,2.798927533,0.853230742,0.730124441,0.489986551,1.056492253,0.743212622,0.686162887
2015-10-13,0.767899914,66.27687836,108.1464615,1691000,844800,1.11241063,2.776824947,0.744205744,0.704791807,0.498932683,1.04201891,0.871830489,0.759086841
2015-10-14,0.494363278,65.73779297,107.8987579,1416000,715900,0.76677155,2.453067121,0.506133568,0.592205939,0.200638512,0.88043689,1.0628182,0.885368189
2015-10-15,0.345631082,66.42391968,109.7317505,1480700,991500,0.563140125,2.169161019,0.374790834,0.503250576,0.191438263,0.793408953,1.087624066,0.884357723
2015-10-16,0.282914809,66.70161438,109.3651505,1176900,765800,0.428206092,1.524873577,0.293699451,0.350655636,0.191207473,0.570567703,1.026546211,0.845508235
2015-10-19,0.240776411,67.43675995,109.8011017,1173900,642200,0.307177534,0.807845286,0.218207997,0.20008146,0.186547913,0.344770863,1.003580006,0.841317135
2015-10-20,0.362145876,67.93504333,111.1287842,2620300,1212200,0.460796035,0.880380883,0.332809105,0.212575686,0.207129339,0.250017511,0.999200023,0.842005897
2015-10-21,0.490983173,67.90237427,110.1181641,3712900,784400,0.623017053,0.977903634,0.460708641,0.218482087,0.358762465,0.324854719,0.882761855,0.748930884
2015-10-22,0.579032316,70.89193726,114.6956863,5345100,1142300,0.727268052,1.016496425,0.531929828,0.215168183,0.513944301,0.358673347,0.791324651,0.690800891
2015-10-23,1.180413923,69.69121552,115.0127563,3954300,776700,1.48066353,1.992190805,1.08718895,0.355243268,1.176638189,0.590232412,0.911839453,0.855849
2015-10-26,0.971371499,70.5488739,116.5485001,2022000,582100,1.629226953,2.559243718,1.01228581,0.490641287,0.947254258,0.621207741,0.994309449,0.967079757
2015-10-27,1.303100922,70.06691742,116.1620712,1604400,930100,1.834461698,3.059057211,1.120057797,0.579677915,1.255414773,0.766151323,0.968046596,0.962234572
2015-10-28,1.045854615,70.23846436,116.2710571,1516800,891500,1.84082205,3.203760913,1.001316516,0.572959576,0.67821311,0.686255551,0.770835031,0.80932322
2015-10-29,1.005789523,69.9770813,117.6681061,1200500,724900,1.678687261,3.09146043,0.883338059,0.545422364,0.795732939,0.674073758,0.679506353,0.729990902
2015-10-30,0.873131676,69.80557251,117.925705,1629400,927600,1.489031489,3.208919337,0.722593573,0.561273938,0.879817534,0.647058491,0.695071032,0.723022596
2015-11-02,0.814834019,71.67607117,120.0460358,2014500,923900,1.224507736,3.069622655,0.651550995,0.552115871,0.865535268,0.49688857,0.689990851,0.710354339
2015-11-03,0.784122684,71.58621979,119.0156021,1382200,853300,1.183438399,3.024090766,0.636181706,0.546635533,0.785394576,0.434084824,0.659427396,0.664005346
2015-11-04,0.548433406,71.34117126,116.5485001,1343600,1440700,1.077470389,2.757372698,0.47775845,0.495491401,0.761415016,0.247333341,0.632735804,0.61054699
2015-11-05,0.364791145,70.68772125,108.7409515,2107300,6749300,0.747182663,1.684680764,0.297744374,0.311954643,0.768088537,0.211423256,0.71239256,0.705596619
2015-11-06,0.690442579,69.20111847,107.4528961,2269900,2365700,0.740542354,3.069079855,0.283765319,0.369277407,0.653496047,0.710505522,0.598985395,0.618898984
2015-11-09,0.817126909,68.56398773,105.8180771,1502000,1164500,0.816855246,4.177885373,0.261386456,0.756941024,0.662849365,0.880562357,0.667535653,0.695305224
2015-11-10,0.990262584,68.88254547,104.7480011,1345300,1152300,1.022434131,5.176646059,0.345958452,0.918045453,0.589946234,1.038923965,0.771261799,0.795726993
2015-11-11,1.04866024,69.12759399,105.9171448,933400,784200,1.118387087,5.981187479,0.42663726,0.940715203,0.571780524,1.155565282,0.752214545,0.763661626
2015-11-12,1.110884886,68.73551178,105.0848694,1000700,642700,1.167779545,6.320053877,0.40739019,0.979203774,0.610760902,1.214774762,0.706158082,0.70344568
2015-11-13,1.186610197,68.335289,104.2625046,2216500,914300,1.244029135,6.404102045,0.471082091,0.946355218,0.531141402,1.246137945,0.691740103,0.650378521
2015-11-16,1.164028873,69.08674622,106.3332901,1360400,919800,1.347027608,6.248726373,0.57774616,0.755800546,0.266335,1.195255965,0.813689299,0.726165975
2015-11-17,0.954864069,69.30730438,105.0155106,1294000,806300,1.188839047,5.149433036,0.535800094,0.526238025,0.165545679,0.949320415,0.680196356,0.571623347
2015-11-18,0.716550692,70.14044952,104.8173599,1563500,1129500,0.950744935,3.61470133,0.438672043,0.51381885,0.1058224,0.698851548,0.519227948,0.435035916
2015-11-19,0.337901086,70.36917114,104.2625046,1233300,931900,0.714581596,1.383999332,0.390073749,0.357341367,0.103440561,0.309150137,0.597265581,0.542134052
2015-11-20,0.192608836,71.10431671,102.0728149,2358100,1937500,0.644936713,1.006581558,0.344523008,0.287747199,0.127741018,0.173385912,0.649869549,0.616755334
2015-11-23,0.15797745,71.39019012,101.5675125,2102600,1108400,0.888379434,1.19118923,0.338328859,0.23130109,0.160433406,0.147494111,0.640910974,0.611357887
2015-11-24,0.148738041,70.84292603,104.5300217,1652400,1162700,1.04149179,1.515052382,0.336933745,0.200453222,0.273050469,0.195473342,0.674317607,0.63101555
2015-11-25,0.172413617,70.53253174,104.6687317,864200,698100,1.065640673,1.51118263,0.349017648,0.206312229,0.268606208,0.179854099,0.612621575,0.574853526
2015-11-27,0.177515419,70.30383301,105.4118347,741100,347100,1.053243909,1.419452867,0.347674633,0.214243333,0.296591124,0.162904441,0.59149254,0.573371942
2015-11-30,0.202611512,70.17312622,104.1931458,2258200,1204800,0.959173263,1.444078034,0.316976908,0.238390618,0.298663266,0.177226466,0.588187896,0.573421326
2015-12-01,0.111625804,71.29218292,108.4437027,1544000,1507400,0.721247511,1.444413752,0.239819187,0.143198534,0.342255373,0.129213651,0.557352616,0.528910611
2015-12-02,0.275489147,70.10778809,107.1358414,1432900,1262600,0.632217836,1.868490746,0.210195354,0.235300715,0.297858797,0.259231192,0.585405584,0.587735969
2015-12-03,0.287145796,69.23377991,105.9171448,2338300,1090300,0.493458909,2.045613124,0.094075959,0.234230987,0.296711839,0.292374533,0.702849599,0.741563206
2015-12-04,0.272742938,69.51968384,107.5321579,2561500,1056300,0.650742818,2.081259073,0.205978208,0.225960504,0.271523566,0.261761372,0.604892338,0.696436326
2015-12-07,0.262213524,70.60604095,108.0275574,2911300,630000,0.725899793,2.235038196,0.21450392,0.227330203,0.283808196,0.25350161,0.636453918,0.733245875
2015-12-08,0.284993256,70.22213745,106.907959,2344100,783200,0.692323052,2.114925783,0.200258926,0.242550997,0.416081474,0.25237641,0.635739445,0.721780758
2015-12-09,0.272948821,69.75654602,104.0445328,2684200,811300,0.598981667,1.539448168,0.232675659,0.219433296,0.500265172,0.255871218,0.564733324,0.646389481
2015-12-10,0.306301052,69.77289581,103.6878357,2168000,1121400,0.584570258,1.606837053,0.280124183,0.282185421,0.640212343,0.368087811,0.510335195,0.588878841
2015-12-11,0.335294815,69.28278351,100.1506577,2750100,2060200,0.582265559,1.73726288,0.295926129,0.319834349,0.761760445,0.458090574,0.502307941,0.583588825
2015-12-14,0.458756643,69.59320068,100.8244019,3679700,1330900,0.62989344,2.574087053,0.403335567,0.481296588,0.861935625,0.607218293,0.473037298,0.539569125
2015-12-15,0.503592229,70.08328247,101.6467667,2492900,886100,0.638482728,2.969341173,0.438606617,0.537375004,0.849116427,0.665231328,0.293586479,0.29502938
2015-12-16,0.432626032,70.95401001,102.9348145,2692200,1077100,0.436118646,2.939201199,0.380452527,0.489294567,0.746371793,0.559587316,0.316946791,0.312095322
2015-12-17,0.419804892,70.69815063,100.0813065,1964400,1806600,0.562439401,2.832793566,0.386665596,0.472446479,0.614418619,0.497138201,0.3769231,0.339336346
2015-12-18,0.44252495,70.00486755,99.49672699,4156900,1927100,0.559629359,3.026753425,0.404358304,0.503109287,0.480346829,0.488518593,0.425608315,0.379701617
2015-12-21,0.440410135,70.92101288,100.4578094,2972800,811000,0.528837302,2.927056371,0.388033954,0.479820626,0.387276354,0.449580937,0.44403123,0.475818212
2015-12-22,0.331797198,71.8371048,100.7451401,2588400,714600,0.570256004,2.339002808,0.347522694,0.40280876,0.343042261,0.35350799,0.450012563,0.48721183
2015-12-23,0.286070489,72.05168152,102.4295044,3048400,1115700,0.78706361,1.606028226,0.329504305,0.347411844,0.3112436,0.293672417,0.485853095,0.491000214
2015-12-24,0.346486344,71.7545929,103.0834351,675800,268000,0.934858088,1.376066932,0.353679276,0.363952634,0.389080287,0.367948973,0.489714279,0.517689252
2015-12-28,0.388925694,71.87014008,103.9652634,1401200,483700,0.968353688,1.26572373,0.351472601,0.37084066,0.394365241,0.400786341,0.480091095,0.510195317
2015-12-29,0.393429895,72.62944794,105.2235794,1067500,534800,0.884255071,1.476593607,0.335780783,0.362157964,0.382246686,0.400095948,0.459531798,0.501690519
2015-12-30,0.45039656,71.82060242,104.1336899,791000,476500,0.87763288,1.84122705,0.356986687,0.401047828,0.375231365,0.43477045,0.481473053,0.488566023
2015-12-31,0.443115255,71.35015869,104.1039734,1093100,689400,0.780950591,1.951877404,0.358640714,0.413843989,0.378422344,0.43534257,0.466319466,0.459933795
2016-01-04,0.45053553,70.47531128,104.7876282,2487900,1191200,0.762592542,2.030544354,0.324723533,0.39640543,0.372539064,0.438087964,0.400662439,0.431426985
2016-01-05,0.414602181,71.91963959,106.164856,2055200,906900,0.791146241,1.985520537,0.386545043,0.406399076,0.374447901,0.416722363,0.373040885,0.403631349
2016-01-06,0.319455853,71.31716156,105.1938553,2143100,504000,0.607035158,1.852198388,0.364443936,0.34279501,0.334839195,0.342781238,0.322285063,0.38346296
2016-01-07,0.243227803,69.54270935,101.6467667,2851300,725100,0.564684327,1.569043898,0.455139033,0.37937816,0.287592016,0.264585746,0.385142339,0.476735185
2016-01-08,0.369747348,68.56880188,100.7054977,2603000,1005000,0.881309219,1.376383274,0.681116256,0.624090507,0.149616454,0.273048929,0.691302827,0.76269827
2016-01-11,0.564650859,69.07225037,102.9150085,1440800,832500,1.241764408,1.679700099,0.84654254,0.830767481,0.184951001,0.412696447,0.95280075,1.010783566
2016-01-12,0.622075837,69.37760925,99.90296173,1916000,1013000,1.37335509,1.689622336,0.934351798,0.922102474,0.185543321,0.463432164,1.108411246,1.160337851
2016-01-13,0.665364362,68.32119751,96.82154846,3300700,1345900,1.394988181,2.10516142,0.938565356,0.919179435,0.21063687,0.512569753,1.07835625,1.150681006
2016-01-14,0.739959111,69.29507446,98.56536102,1857000,1494800,1.366081375,2.86906024,0.921579496,0.937707593,0.335278977,0.614849748,1.076147144,1.113708388
2016-01-15,0.724189681,65.30047607,91.11450958,6702100,3163800,1.257503575,3.079096876,0.805223473,0.830769062,0.520889758,0.658223533,0.953745868,0.98249108
2016-01-19,1.076436746,65.6140976,89.98499298,4571500,2898100,1.823150873,4.529162363,0.707201664,0.807016855,0.539716908,0.916263994,0.893995974,0.896591839
2016-01-20,1.16095923,64.55767059,87.74575806,4752400,2814500,2.106636157,5.408145777,0.334094251,0.722899502,0.496344307,0.907605836,0.772417196,0.768158034
2016-01-21,1.26432123,65.30872345,86.68560028,2475100,2436700,2.192690774,5.922995541,0.348341588,0.630745562,0.515187232,0.960575235,0.656820806,0.66178056
2016-01-22,1.094623754,67.36380768,93.15557098,2183300,2725600,2.029296585,6.125925445,0.218410083,0.442251247,0.514950134,0.783354333,0.553323006,0.590164662
2016-01-25,1.04299529,67.0089035,92.84841919,2472200,2158700,1.897820111,5.77440639,0.215508692,0.412673451,0.531144572,0.733127771,0.626526994,0.652428974
2016-01-26,1.02440183,69.00622559,96.14780426,2952700,1733500,1.84325542,5.397743748,0.278036318,0.410789813,0.51973881,0.689444571,0.614936207,0.621579528
2016-01-27,0.928364763,68.65959167,94.37425995,1922000,1061300,1.835595756,4.502155775,0.418477439,0.302023781,0.652286746,0.533298712,0.591328291,0.592867276
2016-01-28,0.854746024,69.99662018,94.19590759,2812900,1498000,1.749287396,3.900036433,0.315338724,0.258094889,0.694245333,0.452097759,0.59882902,0.600830999
2016-01-29,0.893499053,71.14381409,98.36720276,3165100,1597300,1.953558119,3.677058022,0.702874845,0.226685147,0.788140432,0.440920563,0.515835274,0.495102742
2016-02-01,0.983923657,71.6555481,97.23768616,2411400,1786400,2.239269228,3.640987851,0.701113628,0.299795691,0.712029395,0.502822119,0.535288103,0.510774035
2016-02-02,1.059841197,71.15208435,95.52359772,2053400,1397800,2.468532266,3.895199611,0.521549545,0.413328963,0.768905461,0.485800948,0.404434535,0.40182429
2016-02-03,1.042336952,71.61425018,94.89938354,2453800,2097100,2.487080926,3.799716705,0.521014836,0.399977198,0.338031385,0.46226175,0.389966144,0.395252679
2016-02-04,0.903702016,71.16035461,95.01828766,1776800,1023700,2.202104248,3.194374363,0.631240134,0.3275512,0.425169775,0.375162217,0.387471622,0.399431769
2016-02-05,0.628220303,69.37760925,92.54125977,2246200,1835400,1.759282497,1.722532692,0.472210955,0.296209797,0.26344735,0.283125101,0.392515057,0.408602184
2016-02-08,0.553528061,67.4298172,86.05148315,3126100,3507100,1.541533661,1.811293349,0.415349861,0.325537179,0.555197503,0.368683123,0.429912327,0.470632013
2016-02-09,0.680802036,67.84249115,84.95169067,2383700,2300100,1.451556905,3.365219901,0.523689192,0.332505602,0.592473668,0.647566875,0.538680427,0.645086892
2016-02-10,0.824851042,67.53712463,85.54616547,1472700,1967200,1.590713734,4.427212509,0.609617688,0.340119589,0.606890883,0.754374307,0.553734194,0.669117107
2016-02-11,0.935388955,67.27301025,84.17887115,2494700,2354000,1.729599292,5.03167881,0.664763051,0.343157659,0.57468871,0.831494568,0.551972877,0.714968378
2016-02-12,1.042654401,68.61006165,87.9736557,2030000,1415600,1.915561335,5.606089554,0.742694285,0.362129249,0.642899297,0.941296679,0.582637161,0.77045445
2016-02-16,0.985429482,69.32810211,89.69765472,1551600,1108500,1.858114669,5.119739563,0.714497723,0.229220399,0.622528223,0.815906776,0.527684771,0.787460317
2016-02-17,0.883144003,69.88933563,90.81726837,2031600,1092900,1.676221149,4.519614362,0.613904624,0.385503799,0.628544578,0.710798328,0.506771702,0.650605122
2016-02-18,0.80554581,70.99525452,90.72808838,2890700,948800,1.549984156,4.060372381,0.581601923,0.49773933,0.597694944,0.598391773,0.78405901,0.782970081
2016-02-19,0.732495016,70.53310394,88.81583405,2136300,1247700,1.442920414,3.593531109,0.56374242,0.427493054,0.551998274,0.521983883,0.918877224,0.878097265
2016-02-22,0.633605525,71.60601807,92.16475677,2448300,1441100,1.346280872,2.849805891,0.548333267,0.325514833,0.493819956,0.374347747,1.006774416,0.940218375
2016-02-23,0.737922998,71.26763153,91.90714264,2372100,1080800,1.598337249,2.786845391,0.650844944,0.365421892,0.627489834,0.236556821,1.213692243,1.197582732
2016-02-24,0.752569674,71.22637177,94.82010651,1913900,1362700,1.612257007,2.9222307,0.655816163,0.323914176,0.609311409,0.190058348,1.263838842,1.214620625
2016-02-25,0.754226778,71.58951569,95.7118454,3588800,1340400,1.583318675,3.178996911,0.649325127,0.291986516,0.608116832,0.16745345,1.233430168,1.19639375
2016-02-26,0.70761978,70.80543518,93.78969574,2797300,2953600,1.44476287,3.337007247,0.605503669,0.224485528,0.557028118,0.268828013,1.228066416,1.162095351
