Date,yport_sigma,CCI,SBAC,CCI_volume,SBAC_volume,CCI_sigma,SBAC_sigma,yport_sigma_CCI_^GSPC,yport_sigma_SBAC_^GSPC,yport_sigma_CCI_AMT,yport_sigma_SBAC_AMT,yport_sigma_UNH_CI,yport_sigma_UNH_CNC
2013-09-04,0.630273086,54.07577133,74.91482544,1263600,1109300,0.508662723,1.084397653,0.167450652,0.517603624,0.244905323,0.488069049,0.277779492,0.242467387
2013-09-05,0.666426309,53.51909637,74.6374054,1716700,1207000,0.528864581,1.154214419,0.179520214,0.502747954,0.266959538,0.523980558,0.230382562,0.242538936
2013-09-06,0.645743098,54.54741287,75.12290192,4950000,1690700,0.444198475,1.010966469,0.154162822,0.382562745,0.227964232,0.472730284,0.126165639,0.187371053
2013-09-09,0.566828537,56.01644135,76.31186676,4295800,1600500,0.358044564,0.805576104,0.205455734,0.257668555,0.165185889,0.382481863,0.126342548,0.192176533
2013-09-10,0.447822055,56.6040535,77.54045868,2163000,1089700,0.768104175,0.925685025,0.360286781,0.35190889,0.1829514,0.343562652,0.181041922,0.22752971
2013-09-11,0.411683658,56.46488571,77.84761047,1211200,835500,1.057124325,1.173654519,0.531023948,0.48463535,0.206746646,0.401301211,0.166658877,0.301630754
2013-09-12,0.439379689,54.76389313,76.52984619,3618700,993300,1.229943815,1.389695353,0.630392544,0.576328676,0.255511576,0.485972095,0.177408942,0.314371678
2013-09-13,0.448637796,54.01391602,75.79664612,2947000,959700,1.2077338,1.334839468,0.625218661,0.570971713,0.295057562,0.456514574,0.227755833,0.304618745
2013-09-16,0.430370624,54.50875473,76.55956268,2444700,761600,1.210182799,1.26707039,0.604695467,0.557353501,0.388460021,0.405095672,0.457757975,0.36189674
2013-09-17,0.453291141,54.47008514,76.56947327,1723900,863000,1.15758687,1.179109331,0.554307934,0.520558964,0.435226975,0.363783873,0.541604411,0.40596429
2013-09-18,0.471382265,54.58605194,76.68837738,4906200,1934800,1.077611414,1.07040484,0.482062802,0.479027503,0.464682479,0.331983115,0.661330709,0.462952545
2013-09-19,0.453593722,55.0576973,76.72799683,2391000,536600,1.045944036,0.980038428,0.47549542,0.453676432,0.510428466,0.336253754,0.622846005,0.56306357
2013-09-20,0.396234505,54.60153198,76.51003265,2555800,982500,0.917426298,0.772699123,0.405499977,0.378106877,0.504178056,0.310682418,0.630720895,0.706254888
2013-09-23,0.280626414,54.62471771,76.51003265,1341400,901700,0.913935616,0.586147937,0.293055819,0.247728724,0.507498239,0.266096701,0.649465961,0.770895564
2013-09-24,0.130758333,54.37731171,76.70818329,1177100,1037900,0.865007793,0.574494274,0.290365113,0.216026622,0.469639883,0.262946216,0.648935844,0.904544695
2013-09-25,0.148592603,55.22780991,77.27294922,1701700,1054100,0.659755153,0.499047376,0.293486766,0.212242109,0.342407024,0.234042373,0.787166419,1.260582382
2013-09-26,0.161912562,56.44167328,78.95732117,2189800,1771700,0.340623167,0.358422778,0.287837708,0.197007717,0.227222264,0.196730031,0.8678273,1.307162283
2013-09-27,0.357364176,56.217453,79.09603882,2116100,1076200,0.670808011,0.828693029,0.297805158,0.311904961,0.368722623,0.426696343,0.981050576,1.35060144
2013-09-30,0.453560618,56.46488571,79.72024536,1823800,1471500,0.745013054,1.008779355,0.245312926,0.337773432,0.412673902,0.5158801,1.002918507,1.340338408
2013-10-01,0.580936306,55.76901627,78.68979645,2169900,2438100,0.848075008,1.262892719,0.22848203,0.392051865,0.484637015,0.658778877,0.989561466,1.241135896
2013-10-02,0.576182625,55.33604813,77.99624634,1829500,1498100,0.821744809,1.271732865,0.22179514,0.193358619,0.47938739,0.584669146,0.764503296,1.120216429
2013-10-03,0.558014768,54.97264862,76.92617798,2156600,1413900,0.778708828,1.223846573,0.215921982,0.405973205,0.394740494,0.597581964,0.633597515,0.950790923
2013-10-04,0.544960822,54.63246536,76.79736328,1748100,976700,0.783456111,1.20568862,0.236033811,0.419668659,0.366151986,0.599850105,0.626994245,0.76123626
2013-10-07,0.526191022,55.12729645,77.33240509,986300,914400,0.779992101,1.173500623,0.261545181,0.44053272,0.324939195,0.562399498,0.295758284,0.457038422
2013-10-08,0.487643776,54.3231926,76.40103912,1140700,1311500,0.739151102,1.093923565,0.289625645,0.429784558,0.306470816,0.52383225,0.263140265,0.145520151
2013-10-09,0.503213061,54.46236038,76.39112854,2385100,1427000,0.748076198,1.136151161,0.426371926,0.485499716,0.267597529,0.527659017,0.267229528,0.155640378
2013-10-10,0.544977535,54.74842072,77.71881104,1927200,1228300,0.810071757,1.222780546,0.507243599,0.499261395,0.274634118,0.545956221,0.229647766,0.161455497
2013-10-11,0.520260361,55.18140793,78.63035583,1573100,966200,0.735832339,1.156948684,0.448764809,0.508355981,0.274585631,0.526889851,0.311519865,0.180984074
2013-10-14,0.508312594,55.61439133,79.17529297,1685000,893600,0.644806981,1.102934155,0.463702987,0.480057752,0.269245842,0.503158044,0.328009253,0.189195008
2013-10-15,0.450702217,55.67623901,79.20502472,1531500,846500,0.480087222,0.998352379,0.515526443,0.241922884,0.158408797,0.430733136,0.455200705,0.246050293
2013-10-16,0.454250011,57.42359161,80.7605896,2036800,1728900,0.464579792,1.071148351,0.493387682,0.189787858,0.133169857,0.457222102,0.580004826,0.261906195
2013-10-17,0.609687989,59.38746643,83.39612579,3120300,1779100,0.896691545,1.455912251,0.703525556,0.243615657,0.184775435,0.603510998,0.573190686,0.312759247
2013-10-18,0.841885983,58.73027802,83.89152527,3262200,1466300,1.585614984,2.20384914,0.950591134,0.457764241,0.293029371,0.152451204,0.618754758,0.422841478
2013-10-21,0.880120966,57.72516251,85.26875305,6638200,2138300,1.805489607,2.660467989,1.081964688,0.313998138,0.30952579,0.123981618,0.644790002,0.627465261
2013-10-22,0.919057364,57.88751984,85.94249725,5632100,1591700,1.841716912,3.15020123,0.861164592,0.544915014,0.689918227,0.228228289,0.954579675,0.461707715
2013-10-23,1.173793644,57.21484375,84.6940918,29454800,1578000,1.753568938,3.34946664,0.895198332,0.393010349,0.566832576,0.254154956,1.13562129,0.446708742
2013-10-24,1.019839761,59.20964813,86.64597321,10423700,1587200,1.572869741,3.088506312,0.759868689,0.466370056,0.555906635,0.158729074,1.137707035,0.654225357
2013-10-25,0.938469605,58.84626389,86.48744965,3457200,1402100,1.507550624,3.04572927,0.735358621,0.51824992,0.522296277,0.217291124,1.100628057,0.39891854
2013-10-28,0.626945907,58.66069031,86.54689789,3264400,1277500,1.343450816,2.870126863,0.479099139,0.300681585,0.399264007,0.162186683,1.083350031,0.860715662
2013-10-29,0.507179998,59.17871475,87.80521393,3640000,1188000,1.128078121,2.551603184,0.447705252,0.296577028,0.438827503,0.174292761,1.061264544,0.8672134
2013-10-30,0.33776273,59.12458801,88.11236572,3726500,1243000,0.794581815,2.04951444,0.323584809,0.292151658,0.362675948,0.175298126,0.824821137,0.898026815
2013-10-31,0.297387806,58.77666473,86.58651733,5070100,1466000,0.735956244,1.563398355,0.303055299,0.243670728,0.385486807,0.160774343,0.67473924,0.999820012
2013-11-01,0.291965683,58.12720871,86.68560028,3965700,1481000,0.686717584,1.304497188,0.270565888,0.208687657,0.325342876,0.171135873,0.880788017,1.155257697
2013-11-04,0.27818964,58.16587067,86.92339325,1891600,1390300,0.694145989,1.024800302,0.270478646,0.17334309,0.257334036,0.162860051,1.204663235,1.184642585
2013-11-05,0.275929451,58.8694458,90.123703,2756900,3721600,0.654074002,0.937833789,0.270748619,0.188219607,0.282304763,0.20837411,1.508253107,1.00928875
2013-11-06,0.26560909,58.99315262,90.98570251,2210800,1726800,0.621606085,1.406023978,0.266275532,0.398110016,0.270452228,0.378120041,1.655164752,0.788538235
2013-11-07,0.172152064,58.28182602,90.61910248,2420200,1635100,0.385192111,1.620466739,0.194917404,0.433507922,0.1664651,0.40455029,1.425447536,0.64989236
2013-11-08,0.175464938,57.63237762,90.7578125,3416600,1891800,0.386019978,1.811753219,0.170870761,0.651019919,0.168604063,0.52898078,1.205292939,0.662003145
2013-11-11,0.235945256,57.70194626,90.44075012,1282100,705200,0.507510832,1.894085748,0.260131018,0.553038575,0.224415369,0.482194117,1.092194059,0.657075584
2013-11-12,0.224560124,57.45454025,89.91562653,1582600,1723700,0.576644944,1.844204164,0.311119795,0.634826023,0.263971313,0.414780497,0.989457131,0.517674071
2013-11-13,0.283218234,57.70194626,89.32115173,1470200,1401200,0.603381483,1.825145542,0.345432014,0.598250672,0.26891239,0.438020934,0.744477545,0.424085878
2013-11-14,0.27297768,58.37461472,88.57804871,2052700,2464500,0.556603446,1.791069644,0.345154581,0.626188205,0.222172141,0.422036479,0.304259725,0.347043691
2013-11-15,0.310763112,58.83079529,89.17253113,1701200,1710100,0.521358011,1.559492475,0.320365888,0.742400325,0.20075903,0.41160646,0.298864158,0.358385151
2013-11-18,0.394492739,59.00862122,89.07345581,1830700,1164300,0.566423307,1.237332093,0.331772813,0.813460308,0.144380254,0.397979236,0.258171623,0.431917093
2013-11-19,0.43853155,58.39008331,87.77548981,1564200,940100,0.620761243,0.821204444,0.351839598,0.829714587,0.168833154,0.339038106,0.259416252,0.36233474
2013-11-20,0.453712594,57.84111786,85.73443604,2274700,1509600,0.588266483,1.052815838,0.320030759,0.899731345,0.159402273,0.350734572,0.213420935,0.229776134
2013-11-21,0.456179744,57.54732895,84.6940918,1414500,1703500,0.53403416,1.524337414,0.266235708,0.981957757,0.158738136,0.413615219,0.274570871,0.250804489
2013-11-22,0.485559353,57.36175156,83.97078705,1855900,2243500,0.559481223,1.971082081,0.262879982,1.012391927,0.217210013,0.507442988,0.230155582,0.344221032
2013-11-25,0.435590815,57.11433029,84.1491394,1828100,1456900,0.587672127,2.270711488,0.323212334,1.156962621,0.235590951,0.488576791,0.257040396,0.362568218
2013-11-26,0.374736621,57.67103577,84.93188477,3782100,971700,0.649296616,2.348830703,0.380949885,1.164784801,0.259556024,0.385242284,0.226473228,0.323340902
2013-11-27,0.253873633,57.64011383,84.80307007,1065200,647600,0.633904173,2.244066473,0.382887749,1.029075193,0.252719222,0.321539097,0.242470916,0.274493895
2013-11-29,0.155307348,57.39268875,84.38693237,906900,344700,0.637255545,2.117951694,0.404558448,0.958924393,0.267004864,0.300981651,0.247333721,0.216297507
2013-12-02,0.156478791,57.98802185,85.13994598,2239900,1336400,0.644952982,2.02723467,0.418690575,0.925157615,0.297458025,0.330292341,0.295656974,0.163186859
2013-12-03,0.157985853,58.11174011,84.63463593,2244800,875800,0.555772727,1.666020463,0.372265803,0.826808129,0.252455569,0.340559615,0.318016322,0.176427519
2013-12-04,0.16785707,57.60917664,85.18948364,2664300,1356700,0.384111069,1.089701969,0.277596302,0.621977043,0.200721313,0.268998457,0.318067942,0.2817425
2013-12-05,0.169448681,57.64011383,85.49664307,1888800,1629000,0.299632343,0.523330043,0.214450912,0.420680424,0.167967569,0.192753884,0.282696968,0.289228451
2013-12-06,0.170952513,58.29730225,86.30910492,1366500,1215900,0.290324496,0.4777224,0.198271494,0.375914212,0.171649144,0.210004599,0.157569795,0.342133901
2013-12-09,0.187463287,58.25091934,86.51716614,1900200,808600,0.361226333,0.687525178,0.227228077,0.391619306,0.214206312,0.230737433,0.09810846,0.288857701
2013-12-10,0.192376718,58.15040207,86.10102844,1576800,754700,0.382287342,0.771123376,0.2259049,0.358048996,0.217054336,0.238108129,0.109850086,0.391965118
2013-12-11,0.162747714,57.32310104,85.96232605,1554100,1119100,0.319644084,0.734149777,0.18320935,0.333849476,0.234854918,0.270467649,0.113057576,0.44295091
2013-12-12,0.224596652,57.25352478,85.68489838,1488900,921900,0.360638576,0.741071722,0.18277334,0.415722321,0.256242855,0.306953118,0.206359366,0.546343222
2013-12-13,0.262235089,57.14526367,86.7351532,1726800,822100,0.402750545,0.70667205,0.172840692,0.459369741,0.243696179,0.377945766,0.360411698,0.541720009
2013-12-16,0.325918434,55.79994202,84.66436005,7999400,1823300,0.43682797,0.669284108,0.139571693,0.500532846,0.234691874,0.504103379,0.450926799,0.428359235
2013-12-17,0.473785176,55.36696243,84.20859528,2534100,1111900,0.752967218,0.733410549,0.370621583,0.470012154,0.420449055,0.529749548,0.479633247,0.492807335
2013-12-18,0.5895256,55.82313538,85.08050537,3814200,1159400,0.991300456,0.812217473,0.51243503,0.445581286,0.604270129,0.510925455,0.527324026,0.520753263
2013-12-19,0.630546913,56.44167328,86.40818024,2743400,1303700,1.082810372,0.820323348,0.600214319,0.54124141,0.75515454,0.583119211,0.502233065,0.470446078
2013-12-20,0.646251903,55.65303802,86.25955963,3787800,1953700,1.08333303,0.848347576,0.594017278,0.569100214,0.788530793,0.58351171,0.509542957,0.442696328
2013-12-23,0.649075572,55.78447723,86.76486969,1510000,851800,1.049679509,0.844968594,0.638711091,0.614177072,0.80999356,0.592140086,0.529543783,0.346301808
2013-12-24,0.586867196,56.00870132,87.32962799,685100,403000,0.933543213,0.872734878,0.618156957,0.663442218,0.727759116,0.597543956,0.612132631,0.490516433
2013-12-26,0.458853408,56.10147858,87.4485321,1241200,630400,0.729662644,0.999181096,0.529035226,0.708018442,0.642868471,0.521809419,0.632854418,0.50843825
2013-12-27,0.38969061,56.10921097,87.29000092,1292900,675200,0.626926636,1.112020177,0.445899831,0.716577678,0.57834222,0.541242097,0.744738397,0.610398501
2013-12-30,0.279850432,56.6117897,88.51859283,1312600,706400,0.49017097,1.166614823,0.3188726,0.661322435,0.435244809,0.517841418,0.778459204,0.617294845
2013-12-31,0.162179058,56.77415466,89.01399994,1339700,495000,0.368414112,1.372458388,0.161722229,0.383204996,0.203084331,0.381830905,0.745909294,0.596734701
2014-01-02,0.178403139,55.38243484,87.60705566,3659600,1314100,0.440241969,1.449330582,0.181024728,0.308974318,0.185428661,0.264434398,0.71216751,0.640029932
2014-01-03,0.246300604,55.08090973,87.0026474,3206100,524500,0.437525306,1.128758567,0.22291802,0.217823586,0.312175447,0.234536153,0.519263538,0.487909717
2014-01-06,0.304047265,55.10407639,87.01256561,2993500,761500,0.535791478,0.866113624,0.270322287,0.218694127,0.371461954,0.298342792,0.453843364,0.435378826
2014-01-07,0.321174091,56.26385117,87.74575806,3655200,658300,0.577195676,0.811335741,0.279740099,0.163190334,0.447304094,0.447529955,0.269628311,0.28804525
2014-01-08,0.328681494,55.68398285,88.22135162,5108000,1932900,0.585006371,0.703080879,0.283880953,0.15646254,0.459471756,0.630272854,0.330678203,0.373791356
2014-01-09,0.338891293,55.49066544,87.03237915,2570900,906700,0.588486158,0.666915993,0.283670335,0.166270264,0.537858817,0.793910499,0.327252223,0.423476427
2014-01-10,0.350059929,55.5525322,87.50796509,1739400,1850600,0.601686548,0.692339213,0.299687535,0.18814118,0.565235251,1.018472363,0.300408914,0.424214961
2014-01-13,0.356587646,55.35923004,88.30062103,2503200,1573300,0.602274494,0.690294913,0.310962358,0.186402992,0.566559436,1.148643756,0.363972735,0.431366167
2014-01-14,0.371886366,56.3720932,89.73728943,2609800,1402800,0.606911276,0.698308488,0.313235874,0.294622454,0.559086343,1.07910222,0.485286509,0.44910179
2014-01-15,0.336169406,57.43135452,89.83636475,2660700,1952800,0.571958692,0.912014808,0.296171799,0.352474455,0.45734784,0.970019591,0.595286894,0.453790463
2014-01-16,0.428408067,56.99836349,89.88591003,1886700,927500,0.725443677,1.048647253,0.38929684,0.359869529,0.422464201,0.781568919,0.613800647,0.462716843
2014-01-17,0.464568536,57.38495255,89.18244171,3598000,934900,0.804648668,1.191547134,0.435268303,0.374174716,0.456894905,0.599134793,0.818989797,0.531529904
2014-01-21,0.551395954,57.50865173,89.81655121,1683800,803700,0.861209065,1.14071797,0.491853472,0.370353413,0.538287214,0.469638208,0.90460527,0.609383758
2014-01-22,0.587842885,57.03702545,90.62902069,4640600,1691700,0.868015076,1.092758802,0.515585135,0.374962576,0.587887809,0.369628081,0.955667621,0.617151104
2014-01-23,0.633700504,56.59630585,91.92696381,7065200,2028300,0.888286324,1.181927095,0.547529367,0.387229108,0.615959155,0.35180069,0.824326522,0.565179151
2014-01-24,0.649911714,55.18140793,89.12297821,5264400,1806700,0.84292375,1.454844102,0.526865962,0.581286924,0.608496906,0.488419154,0.714564893,0.517285812
2014-01-27,0.754847267,54.77162933,88.77620697,3326800,1562900,0.891333149,1.208470559,0.488337703,0.683512921,0.575777153,0.826732645,0.597140134,0.472644374
2014-01-28,0.888566636,54.89533615,89.10315704,2423300,1190500,1.013506415,1.016445937,0.464652169,0.739040854,0.57296501,0.978980374,0.564091707,0.49197227
2014-01-29,0.928574641,54.48554993,89.73728943,3394300,1245100,1.078245551,0.918792102,0.488178181,0.799642722,0.595860066,1.006370558,0.554039229,0.545868219
2014-01-30,1.018783196,55.22006607,91.44146729,2676000,1098500,1.240017291,0.918792102,0.583481207,0.922276012,0.686963265,1.150391425,0.542612562,0.57775525
2014-01-31,0.897185759,54.86440277,91.89723206,2692000,856900,1.198255802,1.055548689,0.56044875,0.948902331,0.661520824,1.168006934,0.347661482,0.42341989
2014-02-03,0.931187197,53.31805801,91.14422607,3179900,1632100,1.192274436,1.218452573,0.566405933,1.019830356,0.666504911,1.1762377,0.321716139,0.415290663
2014-02-04,0.898047827,53.41084671,90.77763367,3039600,1592300,1.279895571,1.200777167,0.592759189,1.181513167,0.715047761,1.219708926,0.37626696,0.512270768
2014-02-05,0.559803982,53.44177628,90.87672424,3206900,847500,1.177317136,1.190912294,0.540966007,1.070268929,0.60338373,1.044539185,0.453753352,0.5594237
2014-02-06,0.520584865,54.53196716,91.15414429,2721500,753900,1.016691165,1.197477689,0.48443211,0.92213819,0.525273701,0.860084917,0.421327864,0.498168274
2014-02-07,0.352630156,55.32830429,92.05577087,3009500,1604800,0.74332043,1.115906016,0.357861414,0.797709319,0.378018935,0.666628731,0.370288519,0.392932251
2014-02-10,0.433127227,55.97005463,92.31338501,2431200,881300,0.761443361,1.127419044,0.38300027,0.729750667,0.410711448,0.640360612,0.44139809,0.385410128
2014-02-11,0.53525694,56.68911362,93.85904694,2496800,989400,0.902914069,1.006429578,0.475671439,0.667580144,0.499833324,0.631276661,0.569685752,0.430704304
2014-02-12,0.680519907,56.55765915,93.30418396,1366300,986600,1.129608507,1.10321868,0.609547094,0.561910909,0.643181673,0.485280907,0.606256418,0.412278927
2014-02-13,0.776593496,57.64011383,94.26526642,2900700,858900,1.262795662,1.03527771,0.697995654,0.621906307,0.735263195,0.491146295,0.563042796,0.481001215
2014-02-14,0.932264764,58.00349045,95.47405243,1711300,747000,1.527931893,1.261945183,0.872874421,0.626638304,0.88545349,0.452482174,0.655072073,0.390477661
2014-02-18,1.10609408,57.52412415,95.7118454,1919300,505400,1.761572577,1.630712929,1.012862533,0.697168184,1.046119381,0.475120548,0.901596575,0.515662742
2014-02-19,1.060634807,57.60917664,96.79183197,2236900,746600,1.686110551,1.829374802,0.978160491,0.576869632,1.028087033,0.424829985,0.94983506,0.67405498
2014-02-20,0.938976018,58.98542023,98.29785156,2636600,1664800,1.508041287,2.005316699,0.903106316,0.502561667,0.915636927,0.373318599,0.933050266,0.684487839
2014-02-21,0.826723262,57.89523315,96.34596252,2107900,1220700,1.337850548,2.251554707,0.822903798,0.350139115,0.820105555,0.272787357,0.913757222,0.720924082
2014-02-24,0.641455507,57.77154922,95.01828766,1406300,1885900,1.078494958,2.02713378,0.670848519,0.281089951,0.673073507,0.239180256,0.911358423,0.793194911
2014-02-25,0.531067509,57.41588974,94.46342468,1968200,1817100,0.856076136,1.775583536,0.543970791,0.351926022,0.53918407,0.154954046,1.069403338,1.022866531
2014-02-26,0.419344609,56.9828949,91.93687439,1555400,2724300,0.679499721,1.505097635,0.444591629,0.37311854,0.429153672,0.541721799,0.84227511,1.030839381
2014-02-27,0.394126691,58.34368515,94.0175705,1636200,1273400,0.640534562,1.809146141,0.424954401,0.523090956,0.417409963,0.531245205,0.86766785,1.049542092
2014-02-28,0.34683006,58.68388367,94.29499054,11710100,1090800,0.547970397,1.740559323,0.364502028,0.60788429,0.362075967,0.566605156,0.642071182,0.84748257
2014-03-03,0.397697791,57.79472733,94.30490112,2232800,1096600,0.606755281,1.738748839,0.405910553,0.625964645,0.38290844,0.590371486,0.5651836,0.751269447
2014-03-04,0.400759319,57.83340454,94.92910767,2912200,1359300,0.60721339,1.760085335,0.40851893,0.650996853,0.390620549,0.60344797,0.49902142,0.733826699
2014-03-05,0.391885541,57.60917664,94.36434937,3293400,1155600,0.593628438,1.74812337,0.401579825,0.711934893,0.400872627,0.605074756,0.584800753,0.819048163
2014-03-06,0.392237011,57.91072845,94.65167999,2542100,632900,0.593628438,1.643239648,0.404264371,0.719234751,0.424868121,0.635984411,0.458598266,0.521962178
